county,precinct,asian,black,white,latino,native,other
33,1,1,8,104,562,,2
33,2,1,8,119,524,,7
33,3,4,5,79,236,,2
33,4,3,1,60,314,,3
33,5,2,6,77,245,,1
33,6,,2,37,138,,2
33,7,,4,33,183,,1
33,8,,6,96,241,,2
33,9,,3,49,70,,
33,10,,,64,157,,
33,11,2,7,80,197,,3
