county,precinct,asian,black,white,latino,native,other
3,1,4,18,420,177,,4
3,2,3,28,538,74,,4
3,3,1,17,366,23,,5
3,4,1,10,237,79,,3
3,5,3,27,767,51,,8
3,6,,5,170,10,,1
