county,precinct,asian,black,white,latino,native,other
29,1,,3,159,190,,1
29,2,,3,528,250,,3
29,3,,3,791,237,,5
29,4,3,11,212,516,,7
29,5,8,2,611,557,,3
29,6,,4,434,394,,3
29,8,,1,208,666,,3
29,10,,6,568,665,,4
29,11,,8,279,633,,3
29,12,1,1,225,569,,2
29,13,1,3,1023,375,,3
29,14,1,1,894,341,,2
