county,precinct,asian,black,white,latino,native,other
23,1,2,9,311,456,,6
23,2,,,127,376,,2
23,3,,7,256,543,,6
23,4,,1,233,33,,1
23,5,1,11,164,23,,2
23,6,3,25,364,120,,5
