county,precinct,asian,black,white,latino,native,other
28,1,6,5,716,31,,1
28,2,8,8,435,48,,1
28,3,15,7,605,63,,4
28,4,16,4,768,80,,6
28,5,3,11,423,84,,6
28,6,21,13,1150,89,,9
28,7,29,,557,79,,1
28,8,26,,620,56,,5
28,9,12,,432,68,,
28,10,8,,307,82,,1
28,11,11,1,794,101,,4
28,12,14,,633,92,1,4
28,13,14,2,668,92,,4
28,14,22,1,689,76,,3
28,15,97,,1486,153,1,5
28,16,39,,1183,57,1,
28,17,27,,483,58,,5
