county,precinct,asian,black,white,latino,native,other
27,1,,10,232,43,,2
27,2,,,184,160,,
27,3,,15,867,131,,5
27,4,,1,431,63,,1
27,5,,,1065,146,,4
27,6,,,881,73,1,1
27,7,,,1119,181,,6
27,8,,1,898,150,,3
27,9,,,1030,217,,1
27,10,2,1,261,123,,
27,11,,4,664,359,,1
27,12,2,9,225,214,,3
27,13,1,3,354,164,,
27,14,1,5,549,123,,
27,15,,11,165,136,,4
27,16,,8,127,33,,
27,17,,8,357,40,,3
27,18,,1,171,50,,
27,19,,1,180,10,,
27,20,,,291,24,,
27,21,2,,593,99,,1
27,22,,,147,54,,
