county,precinct,asian,black,white,latino,native,other
51,1,2,26,567,220,,12
51,2,2,10,1579,184,,10
51,3,1,6,231,54,,4
51,4,2,13,250,42,,5
51,5,2,25,933,217,,7
51,6,1,1,291,42,,2
51,7,,2,656,128,,2
51,8,,,573,213,,2
51,9,5,6,957,244,,4
