county,precinct,asian,black,white,latino,native,other
37,1,,6,129,3,,1
37,2,,1,90,4,,
37,3,,11,271,62,,4
37,4,,4,75,11,,1
37,5,,19,744,126,,3
37,6,,,426,80,,2
37,7,,4,268,551,,7
37,8,,2,249,133,,7
37,9,,4,555,327,,2
37,10,,3,113,314,,4
37,11,,5,561,268,,3
37,12,,2,369,167,,5
