county,precinct,asian,black,white,latino,native,other
7,1,6,31,1433,170,,19
7,2,1,3,258,177,,
7,3,2,7,212,118,,
7,4,1,18,216,158,,2
7,5,,13,267,348,,4
7,7,,12,200,81,,3
7,10,2,,122,24,,
7,11,,,115,103,,
7,12,,,148,123,,
7,13,,,84,50,,
7,14,,,177,99,,
7,15,,,302,125,,
7,16,,,472,419,,4
7,17,4,,154,276,,1
7,18,,,43,95,,
7,19,,,44,160,,
7,20,,,146,304,,1
7,21,,,323,314,,2
7,22,,,479,163,,1
