county,precinct,asian,black,white,latino,native,other
57,1,,6,430,284,,1
57,2,,,251,62,,
57,3,1,2,107,148,,
57,4,,,81,138,,
57,5,,10,1550,330,,19
57,6,,9,1151,404,,14
57,7,3,19,605,179,,8
57,8,,4,71,140,,6
57,9,,,351,250,,10
57,10,2,3,261,145,,7
57,11,,3,45,48,,1
57,12,1,4,62,2,,1
57,13,1,6,936,306,,15
57,14,1,3,67,18,,
57,15,,,270,92,,3
57,16,1,,236,193,,4
