county,precinct,asian,black,white,latino,native,other
41,1,,14,299,252,,12
41,2,,1,946,185,,8
41,3,,3,65,13,,
41,4,,7,282,34,,2
41,5,,2,215,22,,6
41,6,,1,298,25,,
41,7,,2,106,183,,4
41,8,,3,130,571,,4
41,9,1,9,834,250,,6
41,10,1,6,821,196,,11
41,11,,1,290,56,,
41,12,,7,527,152,,6
41,13,,8,217,107,,3
41,14,,16,597,195,,17
41,15,,3,215,71,,2
41,16,,1,179,66,,5
41,17,,,436,142,,
41,18,,3,491,85,,
