prec,obama,romney,total_votes,county
1,186.0,294.0,517.0,057
2,60.0,163.0,231.0,057
3,94.0,98.0,198.0,057
4,76.0,74.0,156.0,057
5,461.0,680.0,1247.0,057
6,342.0,556.0,973.0,057
7,185.0,290.0,516.0,057
8,82.0,65.0,156.0,057
9,197.0,242.0,461.0,057
10,115.0,178.0,306.0,057
11,37.0,49.0,91.0,057
12,6.0,54.0,63.0,057
13,327.0,447.0,842.0,057
14,5.0,52.0,60.0,057
15,78.0,143.0,245.0,057
16,177.0,144.0,340.0,057
