prec,obama,romney,total_votes,county
1,352.0,114.0,481.0,033
2,345.0,84.0,440.0,033
3,161.0,60.0,224.0,033
4,215.0,52.0,271.0,033
5,155.0,60.0,221.0,033
6,90.0,24.0,118.0,033
7,120.0,20.0,141.0,033
8,182.0,61.0,246.0,033
9,54.0,33.0,94.0,033
10,114.0,34.0,151.0,033
11,167.0,53.0,224.0,033
