prec,obama,romney,total_votes,county
1,2.0,91.0,96.0,037
2,7.0,64.0,75.0,037
3,65.0,174.0,247.0,037
4,9.0,64.0,75.0,037
5,115.0,461.0,590.0,037
6,77.0,270.0,354.0,037
7,284.0,108.0,411.0,037
8,96.0,114.0,219.0,037
9,234.0,258.0,513.0,037
10,172.0,60.0,236.0,037
11,209.0,289.0,519.0,037
12,113.0,249.0,372.0,037
