prec,obama,romney,total_votes,county
1,254.0,180.0,443.0,023
2,244.0,57.0,310.0,023
3,352.0,144.0,508.0,023
4,31.0,154.0,185.0,023
5,45.0,76.0,127.0,023
6,69.0,288.0,362.0,023
