prec,obama,romney,total_votes,county
001,241.0,310.0,572.0,051
002,345.0,875.0,1258.0,051
003,61.0,173.0,243.0,051
004,66.0,161.0,241.0,051
005,265.0,447.0,747.0,051
006,139.0,47.0,200.0,051
007,230.0,218.0,465.0,051
008,262.0,233.0,515.0,051
009,355.0,464.0,861.0,051
