Candidate,EI: Pct Latino,EI: Pct Non Latino
pct_obama,81.68021665538254,35.633438975050574
se,12.281205145565336,8.551112609575187
pct_romney,14.700094786729858,59.58778152393796
se,10.53331076506432,7.694362778152394
pct_other,3.3982532159783343,4.730411328388402
se,2.275050778605281,1.2133985165205665
Total,99.77856465809073,99.95163182737694
