county_prec,pct_obama,pct_romney,obama,romney
045_057,0.1380952380952381,0.830952380952381,116.0,698.0
045_058,0.16970802919708028,0.7755474452554745,93.0,425.0
045_059,0.1875637104994903,0.7869520897043832,184.0,772.0
045_060,0.18181818181818182,0.7662337662337663,70.0,295.0
045_061,0.16538882803943045,0.8028477546549836,151.0,733.0
045_062,0.22090729783037474,0.7357001972386588,112.0,373.0
045_063,0.26383763837638374,0.6900369003690037,143.0,374.0
045_064,0.2494802494802495,0.7151767151767152,120.0,344.0
045_065,0.2119460500963391,0.7495183044315993,110.0,389.0
045_066,0.20985010706638116,0.7366167023554604,98.0,344.0
045_067,0.21940928270042195,0.7415611814345991,208.0,703.0
045_068,0.24213836477987422,0.7264150943396226,77.0,231.0
045_069,0.19975490196078433,0.7622549019607843,163.0,622.0
045_070,0.26666666666666666,0.7171171171171171,148.0,398.0
045_071,0.19146183699870634,0.7826649417852523,148.0,605.0
045_072,0.31881533101045295,0.6306620209059234,183.0,362.0
045_073,0.29207920792079206,0.6782178217821783,118.0,274.0
045_074,0.2637465051258155,0.706430568499534,283.0,758.0
045_075,0.2796833773087071,0.6728232189973615,106.0,255.0
045_076,0.2512768130745659,0.7313585291113381,246.0,716.0
045_077,0.1872093023255814,0.7744186046511627,161.0,666.0
047_001,0.7795031055900621,0.14285714285714285,251.0,46.0
047_002,0.809437386569873,0.1560798548094374,446.0,86.0
047_003,0.8829568788501027,0.0944558521560575,430.0,46.0
047_004,0.7575757575757576,0.22144522144522144,650.0,190.0
047_005,0.7653478854024557,0.208731241473397,561.0,153.0
047_006,0.7765567765567766,0.19413919413919414,212.0,53.0
047_007,0.7657142857142857,0.21428571428571427,268.0,75.0
047_008,0.8741648106904232,0.09799554565701558,785.0,88.0
047_009,0.5475285171102662,0.42585551330798477,144.0,112.0
047_010,0.7099697885196374,0.2537764350453172,235.0,84.0
047_011,0.7762237762237763,0.18181818181818182,111.0,26.0
047_012,0.7542372881355932,0.21822033898305085,356.0,103.0
047_013,0.862876254180602,0.12040133779264214,258.0,36.0
047_014,0.4731182795698925,0.5161290322580645,44.0,48.0
047_015,0.2288135593220339,0.7372881355932204,27.0,87.0
047_016,0.7127659574468085,0.2570921985815603,402.0,145.0
047_017,0.921875,0.0625,59.0,4.0
047_018,0.7991452991452992,0.18376068376068377,187.0,43.0
047_019,0.8243559718969555,0.13348946135831383,352.0,57.0
047_020,0.8181818181818182,0.1414141414141414,81.0,14.0
047_021,0.7335526315789473,0.2236842105263158,223.0,68.0
047_022,0.6417910447761194,0.31343283582089554,129.0,63.0
047_023,0.6932573599240266,0.26590693257359926,730.0,280.0
047_024,0.7491961414790996,0.19614147909967847,233.0,61.0
047_025,0.8171428571428572,0.16,286.0,56.0
047_026,0.8741808650065531,0.10615989515072084,667.0,81.0
047_027,0.7697715289982425,0.19507908611599298,438.0,111.0
047_028,0.7519788918205804,0.22955145118733508,285.0,87.0
043_001,0.6488038277511962,0.28708133971291866,678.0,300.0
043_002,0.7416149068322981,0.21490683229813665,597.0,173.0
043_003,0.6839186691312384,0.26062846580406657,370.0,141.0
043_004,0.6528925619834711,0.31129476584022037,237.0,113.0
043_005,0.587382779198636,0.3674339300937766,689.0,431.0
043_006,0.625748502994012,0.31736526946107785,209.0,106.0
043_007,0.7226027397260274,0.24315068493150685,211.0,71.0
043_008,0.9201388888888888,0.04513888888888889,265.0,13.0
043_009,0.9543795620437956,0.03467153284671533,523.0,19.0
043_010,0.7508417508417509,0.18855218855218855,223.0,56.0
043_011,0.5496575342465754,0.3938356164383562,642.0,460.0
043_012,0.5103270223752151,0.45266781411359724,593.0,526.0
043_013,0.5734190782422294,0.37513397642015006,535.0,350.0
043_014,0.8945686900958466,0.07987220447284345,280.0,25.0
043_015,0.9557109557109557,0.03263403263403263,820.0,28.0
043_016,0.5546875,0.3828125,71.0,49.0
043_017,0.6210526315789474,0.3473684210526316,118.0,66.0
043_018,0.48158640226628896,0.40793201133144474,170.0,144.0
043_019,0.8605769230769231,0.10576923076923077,179.0,22.0
043_020,0.9257950530035336,0.06890459363957598,524.0,39.0
043_021,0.5227272727272727,0.4583333333333333,138.0,121.0
043_022,0.5086505190311419,0.4602076124567474,147.0,133.0
043_023,0.49047619047619045,0.45714285714285713,103.0,96.0
043_024,0.8127090301003345,0.1705685618729097,243.0,51.0
043_025,0.8669354838709677,0.0967741935483871,645.0,72.0
043_026,0.8252032520325203,0.15040650406504066,203.0,37.0
043_027,0.5655737704918032,0.3770491803278688,69.0,46.0
043_028,0.37598425196850394,0.594488188976378,191.0,302.0
043_029,0.8915094339622641,0.07075471698113207,189.0,15.0
043_030,0.4413075780089153,0.5081723625557206,297.0,342.0
043_031,0.4408352668213457,0.5046403712296984,380.0,435.0
043_032,0.4350132625994695,0.5305039787798409,164.0,200.0
043_033,0.46735668789808915,0.4888535031847134,587.0,614.0
043_034,0.4090909090909091,0.5549242424242424,216.0,293.0
043_035,0.4654895666131621,0.4799357945425361,290.0,299.0
043_036,0.45170454545454547,0.5071022727272727,318.0,357.0
043_037,0.43238095238095237,0.5171428571428571,454.0,543.0
043_038,0.44730392156862747,0.49754901960784315,365.0,406.0
043_039,0.4096654275092937,0.5434944237918216,551.0,731.0
043_040,0.4596541786743516,0.49711815561959655,319.0,345.0
043_041,0.3905109489051095,0.551094890510949,321.0,453.0
043_042,0.4358974358974359,0.5034965034965035,187.0,216.0
043_043,0.4497907949790795,0.47489539748953974,215.0,227.0
043_044,0.37697516930022573,0.5507900677200903,334.0,488.0
043_045,0.48021108179419525,0.45646437994722955,364.0,346.0
043_046,0.5107212475633528,0.3996101364522417,262.0,205.0
043_047,0.41622198505869795,0.5389541088580576,390.0,505.0
043_048,0.4075286415711948,0.5319148936170213,249.0,325.0
043_049,0.3823008849557522,0.5433628318584071,216.0,307.0
043_050,0.3709677419354839,0.5846774193548387,276.0,435.0
043_051,NaN,NaN,0.0,0.0
043_052,0.4343065693430657,0.5255474452554745,119.0,144.0
043_053,0.4904214559386973,0.4559386973180077,512.0,476.0
043_054,0.5201845444059977,0.4302191464821223,451.0,373.0
043_055,0.4704463208685163,0.48854041013269,390.0,405.0
043_056,0.6026785714285714,0.34598214285714285,270.0,155.0
043_057,0.4142581888246628,0.5337186897880539,215.0,277.0
043_058,0.39309827456864216,0.56864216054013506,524.0,758.0
043_059,0.43859649122807015,0.543859649122807,125.0,155.0
043_060,0.46750524109014674,0.4947589098532495,223.0,236.0
043_061,0.47035573122529645,0.4762845849802372,238.0,241.0
043_062,0.40372670807453415,0.5627329192546584,325.0,453.0
043_063,0.36578947368421055,0.5736842105263158,139.0,218.0
043_064,0.4167517875383044,0.5444330949948928,408.0,533.0
043_065,0.48726467331118495,0.4750830564784053,440.0,429.0
043_066,0.43556895252449135,0.5199698568198945,578.0,690.0
043_067,0.5298013245033113,0.41501103752759383,480.0,376.0
043_068,0.47875647668393784,0.48290155440414506,462.0,466.0
043_069,0.4261780104712042,0.5277486910994764,407.0,504.0
043_070,0.49195402298850577,0.47126436781609193,214.0,205.0
043_071,0.5200945626477541,0.42789598108747046,220.0,181.0
043_072,0.42532146389713155,0.5459940652818991,430.0,552.0
