county,precinct,code,reg_voters
SAN JUAN,38,,1076
SAN JUAN,39,,1405
SAN JUAN,40,,866
SAN JUAN,41,,1367
SAN JUAN,42,,1163
SAN JUAN,43,,801
SAN JUAN,44,,1350
SAN JUAN,45,,1108
SAN JUAN,46,,939
SAN JUAN,47,,255
SAN JUAN,48,,818
SAN JUAN,49,,1593
SAN JUAN,50,,992
SAN JUAN,51,,936
SAN JUAN,52,,549
SAN JUAN,53,,1461
SAN JUAN,54,,1088
SAN JUAN,55,,1070
SAN JUAN,56,,1277
SAN JUAN,57,,1205
SAN JUAN,58,,817
SAN JUAN,59,,1335
SAN JUAN,60,,539
SAN JUAN,61,,1343
SAN JUAN,62,,830
SAN JUAN,63,,959
SAN JUAN,64,,734
SAN JUAN,65,,751
SAN JUAN,66,,761
SAN JUAN,67,,1504
SAN JUAN,68,,607
SAN JUAN,69,,1266
SAN JUAN,70,,853
SAN JUAN,71,,1166
SAN JUAN,72,,853
SAN JUAN,73,,656
SAN JUAN,74,,1710
SAN JUAN,75,,661
SAN JUAN,76,,1454
SAN JUAN,77,,1201
SAN MIGUEL,1,,743
SAN MIGUEL,2,,1541
SAN MIGUEL,3,A,560
SAN MIGUEL,3,B,387
SAN MIGUEL,4,A,1239
SAN MIGUEL,4,B,312
SAN MIGUEL,5,,1524
SAN MIGUEL,6,,638
SAN MIGUEL,7,,748
SAN MIGUEL,8,,1809
SAN MIGUEL,9,,409
SAN MIGUEL,10,,582
SAN MIGUEL,11,,260
SAN MIGUEL,12,,940
SAN MIGUEL,13,A,333
SAN MIGUEL,13,B,183
SAN MIGUEL,14,A,72
SAN MIGUEL,14,B,88
SAN MIGUEL,15,,243
SAN MIGUEL,16,,917
SAN MIGUEL,17,,169
SAN MIGUEL,18,,403
SAN MIGUEL,19,,734
SAN MIGUEL,20,,179
SAN MIGUEL,21,,638
SAN MIGUEL,22,,361
SAN MIGUEL,23,,1915
SAN MIGUEL,24,,552
SAN MIGUEL,25,,645
SAN MIGUEL,26,,1645
SAN MIGUEL,27,,975
SAN MIGUEL,28,,794
SANDOVAL,1,,1577
SANDOVAL,2,,1342
SANDOVAL,3,,775
SANDOVAL,4,,539
SANDOVAL,5,,1542
SANDOVAL,6,,526
SANDOVAL,7,,400
SANDOVAL,8,,462
SANDOVAL,9,,1148
SANDOVAL,10,,409
SANDOVAL,11,,1480
SANDOVAL,12,,1475
SANDOVAL,13,,1191
SANDOVAL,14,,469
SANDOVAL,15,,1431
SANDOVAL,16,,201
SANDOVAL,17,,289
SANDOVAL,18,,481
SANDOVAL,19,,344
SANDOVAL,20,,1130
SANDOVAL,21,,418
SANDOVAL,22,,498
SANDOVAL,23,,287
SANDOVAL,24,,544
SANDOVAL,25,,1269
SANDOVAL,26,,438
SANDOVAL,27,,153
SANDOVAL,28,,661
SANDOVAL,29,,308
SANDOVAL,30,,1088
SANDOVAL,31,,1385
SANDOVAL,32,,595
SANDOVAL,33,,2117
SANDOVAL,34,,829
SANDOVAL,35,,1052
SANDOVAL,36,,1094
SANDOVAL,37,,1567
SANDOVAL,38,,1286
SANDOVAL,39,,2185
SANDOVAL,40,,1282
SANDOVAL,41,,1352
SANDOVAL,42,,863
SANDOVAL,43,,959
SANDOVAL,44,,1525
SANDOVAL,45,,1304
SANDOVAL,46,,1006
SANDOVAL,47,,1637
SANDOVAL,48,,981
SANDOVAL,49,,945
SANDOVAL,50,,1078
SANDOVAL,52,,435
SANDOVAL,53,,1356
SANDOVAL,54,,1110
SANDOVAL,55,,1048
SANDOVAL,56,,582
SANDOVAL,57,,658
SANDOVAL,58,,1963
SANDOVAL,59,,415
SANDOVAL,60,,906
SANDOVAL,61,,903
SANDOVAL,62,,1320
SANDOVAL,63,,583
SANDOVAL,64,,1553
SANDOVAL,65,,1651
SANDOVAL,66,,2222
SANDOVAL,67,,1861
SANDOVAL,68,,1701
SANDOVAL,69,,1785
SANDOVAL,70,,907
SANDOVAL,71,,836
SANDOVAL,72,,1724
SANDOVAL,73,,635
SANDOVAL,74,,1565
SANDOVAL,75,,586
SANDOVAL,76,,1251
SANDOVAL,78,,303
SANDOVAL,79,,239
SANDOVAL,80,,1342
SANDOVAL,81,,1050
SANDOVAL,82,,1252
SANDOVAL,83,,1144
SANDOVAL,84,,1199
SANDOVAL,85,,1192
SANDOVAL,86,,1086
SANTA FE,1,,1219
SANTA FE,2,,236
SANTA FE,3,,396
SANTA FE,4,,88
SANTA FE,5,,814
SANTA FE,6,,204
SANTA FE,7,,564
SANTA FE,8,,1098
SANTA FE,9,,1196
SANTA FE,10,,1910
SANTA FE,11,,1739
SANTA FE,12,,1180
SANTA FE,13,,1606
SANTA FE,14,,832
SANTA FE,15,,791
SANTA FE,16,,323
SANTA FE,17,,409
SANTA FE,18,,888
SANTA FE,19,,260
SANTA FE,20,,1179
SANTA FE,21,,1823
SANTA FE,22,,1195
SANTA FE,23,,700
SANTA FE,24,,1020
SANTA FE,25,,739
SANTA FE,26,,583
SANTA FE,27,,1449
SANTA FE,28,,624
SANTA FE,29,,1415
SANTA FE,30,,1221
SANTA FE,31,,617
SANTA FE,32,,1513
SANTA FE,33,,1121
SANTA FE,34,,1416
SANTA FE,35,,873
SANTA FE,36,,630
SANTA FE,37,,943
SANTA FE,38,,1396
SANTA FE,39,,845
SANTA FE,40,,327
SANTA FE,41,,544
SANTA FE,42,,774
SANTA FE,43,,599
SANTA FE,44,,1147
SANTA FE,45,,598
SANTA FE,46,,494
SANTA FE,47,,1114
SANTA FE,48,,2214
SANTA FE,49,,901
SANTA FE,50,,1002
SANTA FE,51,,886
SANTA FE,52,,1624
SANTA FE,53,,1343
SANTA FE,54,,1404
SANTA FE,55,,1596
SANTA FE,56,,1081
SANTA FE,57,,828
SANTA FE,58,,963
SANTA FE,59,,923
SANTA FE,60,,345
SANTA FE,61,,1215
SANTA FE,62,,1031
SANTA FE,63,,909
SANTA FE,64,,1208
SANTA FE,65,,2163
SANTA FE,66,,1661
SANTA FE,67,,1914
SANTA FE,68,,1089
SANTA FE,69,,2134
SANTA FE,70,,2492
SANTA FE,71,,1679
SANTA FE,72,,1403
SANTA FE,73,,1464
SANTA FE,74,,864
SANTA FE,75,,1582
SANTA FE,76,,908
SANTA FE,77,,1324
SANTA FE,78,,2122
SANTA FE,79,,755
SANTA FE,80,,884
SANTA FE,81,,732
SANTA FE,82,,2885
SANTA FE,83,,1458
SANTA FE,84,,1638
SANTA FE,85,,1480
SANTA FE,86,,3347
SANTA FE,87,,252
SANTA FE,88,,1157
SIERRA,1,,811
SIERRA,2,,1798
SIERRA,3,,327
SIERRA,4,,334
SIERRA,5,,1291
SIERRA,6,,397
SIERRA,7,,837
SIERRA,8,,828
SIERRA,9,,1367
SOCORRO,1,,761
SOCORRO,2,,815
SOCORRO,3,,1180
SOCORRO,4,,345
SOCORRO,5,,495
SOCORRO,6,,575
SOCORRO,7,,149
SOCORRO,8,,1045
SOCORRO,9,,77
SOCORRO,10,,190
SOCORRO,11,,727
SOCORRO,12,,32
SOCORRO,13,,603
SOCORRO,14,,428
SOCORRO,15,,1121
SOCORRO,16,,44
SOCORRO,17,,166
SOCORRO,18,,834
SOCORRO,19,,527
SOCORRO,20,,391
SOCORRO,21,,16
SOCORRO,22,,95
SOCORRO,23,,179
SOCORRO,24,,303
SOCORRO,25,,137
SOCORRO,26,,10
SOCORRO,27,,793
TAOS,1,,537
TAOS,2,,204
TAOS,3,,154
TAOS,4,,555
TAOS,5,,538
TAOS,6,,837
TAOS,7,,645
TAOS,8,,375
TAOS,9,,2024
TAOS,10,,506
TAOS,11,,1186
TAOS,12,,1794
TAOS,13,,847
TAOS,14,,645
TAOS,15,,1698
TAOS,16,,854
TAOS,17,,1811
TAOS,18,,1346
TAOS,19,,1461
TAOS,20,,700
TAOS,21,,1123
TAOS,22,,322
TAOS,23,,108
TAOS,24,,233
TAOS,25,,242
TAOS,26,,106
TAOS,27,,396
TAOS,28,,456
TAOS,29,,221
TAOS,30,,84
TAOS,31,,53
TAOS,32,,232
TAOS,33,,136
TAOS,34,,967
TAOS,35,,1330
TAOS,36,,107
TORRANCE,,,774
TORRANCE,,,315
TORRANCE,,,254
TORRANCE,,,240
TORRANCE,,,1988
TORRANCE,,,1667
TORRANCE,,,889
TORRANCE,,,245
TORRANCE,,,684
TORRANCE,,,445
TORRANCE,,,113
TORRANCE,,,84
TORRANCE,,,1420
TORRANCE,,,98
TORRANCE,,,392
TORRANCE,,,475
UNION,1,,431
UNION,4,,719
UNION,6,,699
UNION,7,,549
UNION,8,,153
UNION,9,,85
VALENCIA,1,,272
VALENCIA,10,,749
VALENCIA,11,,754
VALENCIA,12,,1085
VALENCIA,13,,504
VALENCIA,14,,929
VALENCIA,15,,601
VALENCIA,16,,1325
VALENCIA,17,,2098
VALENCIA,18,,826
VALENCIA,19,,681
VALENCIA,2,,1678
VALENCIA,20,,408
VALENCIA,21,,1632
VALENCIA,22,,593
VALENCIA,23,,1496
VALENCIA,24,,278
VALENCIA,25,,515
VALENCIA,26,,720
VALENCIA,27,,1553
VALENCIA,28,,1546
VALENCIA,29,,1549
VALENCIA,3,,707
VALENCIA,30,,1572
VALENCIA,31,,1262
VALENCIA,32,,1271
VALENCIA,33,,450
VALENCIA,34,,452
VALENCIA,35,,685
VALENCIA,36,,538
VALENCIA,37,,678
VALENCIA,38,,926
VALENCIA,39,,1588
VALENCIA,4,,902
VALENCIA,40,,1238
VALENCIA,41,,1436
VALENCIA,5,,1416
VALENCIA,6,,1444
VALENCIA,7,,1867
VALENCIA,8,,2035
VALENCIA,9,,733
